Elmntkey,Study_Area,Area_ID,Day_of_Week,Time,Parking_Spaces,Total_Vehicle_Count
1017,Belltown,4,3,0.33,36,18
2786,Belltown,4,3,0.83,30,11
31889,Belltown,4,3,0.75,51,47
52529,Belltown,4,3,0.5,27,23
25718,Belltown,4,3,0.33,21,13
4441,Belltown,4,3,0.17,24,10
2782,Belltown,4,3,0.08,13,12
35946,Belltown,4,3,0.08,24,22
36125,Belltown,4,3,0,48,21
74029,Belltown,4,3,0.67,48,35
35909,Belltown,4,3,0.67,21,15
49658,Belltown,4,3,0.5,20,16
52529,Belltown,4,3,1,27,23
32429,Belltown,4,3,1,21,16
2789,Belltown,4,3,0.17,30,21
2789,Belltown,4,3,0,30,10
36118,Belltown,4,3,0,21,11
24037,Belltown,4,3,0.75,52,50
32030,Belltown,4,3,0.5,20,15
1017,Belltown,4,3,0.42,36,32
75169,Belltown,4,3,0.33,48,41
70746,Belltown,4,4,0.5,11,10
31890,Belltown,4,3,0.75,24,23
58817,Belltown,4,3,0.75,30,10
4437,Belltown,4,3,0.67,30,14
58685,Belltown,4,3,0.58,24,0
58618,Belltown,4,3,0.33,21,18
58682,Belltown,4,3,0.33,15,13
7257,Belltown,4,3,1.08,44,36
32022,Belltown,4,3,0.75,16,11
7261,Belltown,4,3,0.67,40,26
74025,Belltown,4,3,0.42,40,37
49649,Belltown,4,3,0,44,18
49654,Belltown,4,3,1.17,13,12
77218,Belltown,4,4,0.08,17,14
9722,Belltown,4,5,0.33,13,11
4437,Belltown,4,3,0.83,30,22
2786,Belltown,4,3,0.75,30,12
28961,Belltown,4,3,0.67,18,15
72329,Belltown,4,3,0.58,30,11
24042,Belltown,4,3,0.42,36,25
7265,Belltown,4,3,0.08,24,14
56682,Belltown,4,3,0.92,46,38
7261,Belltown,4,3,0.5,40,32
81297,Belltown,4,3,0.42,36,25
52525,Belltown,4,3,0.25,42,40
70758,Belltown,4,3,0.08,18,10
28954,Belltown,4,3,0.08,24,18
58617,Belltown,4,3,0.08,21,13
49657,Belltown,4,3,0,18,11
52521,Belltown,4,3,0.75,28,17
36114,Belltown,4,3,0.67,24,20
24045,Belltown,4,3,0.33,15,11
2790,Belltown,4,3,0.25,24,16
2789,Belltown,4,3,0.25,30,20
49649,Belltown,4,3,0.25,44,29
77574,Belltown,4,5,0.25,14,13
7265,Belltown,4,3,1.08,24,12
36125,Belltown,4,3,1,48,22
32489,Belltown,4,3,0.92,42,21
9146,Belltown,4,3,0.75,21,13
4437,Belltown,4,3,0.58,30,19
4441,Belltown,4,3,0.33,24,18
31889,Belltown,4,3,0.17,51,11
9354,Belltown,4,3,1,16,14
58681,Belltown,4,3,1.08,24,21
27277,Belltown,4,3,0.75,18,16
13346,Belltown,4,3,0.42,24,19
24046,Belltown,4,3,0.33,18,17
68917,Belltown,4,3,0.33,27,19
55429,Belltown,4,3,0.17,21,20
1018,Belltown,4,4,0.83,12,10
13302,Belltown,4,3,1.08,28,17
49650,Belltown,4,3,0.67,24,21
70750,Belltown,4,3,0.25,36,32
77122,Belltown,4,3,0,36,15
36109,Belltown,4,3,0.42,30,24
74033,Belltown,4,3,0.33,18,13
13346,Belltown,4,3,0.08,24,14
58818,Belltown,4,3,0,24,2
51490,Belltown,4,4,0.25,12,10
7258,Belltown,4,3,0.83,39,11
11398,Belltown,4,3,0.17,32,27
77225,Belltown,4,3,0,28,12
74029,Belltown,4,3,0.75,48,37
25713,Belltown,4,3,0.08,36,15
74029,Belltown,4,4,1,12,10
7257,Belltown,4,3,0.42,44,41
79354,Belltown,4,3,0.17,21,14
31890,Belltown,4,3,1,24,23
32425,Belltown,4,3,0.67,30,18
9158,Belltown,4,3,0.58,14,12
77349,Belltown,4,3,0.42,21,17
54954,Belltown,4,3,0.33,15,13
36109,Belltown,4,3,0,30,16
9353,Belltown,4,4,0.42,17,14
52522,Belltown,4,3,0.92,28,15
49654,Belltown,4,3,0.08,52,34
30101,Belltown,4,3,1,24,13
58622,Belltown,4,3,0.92,15,12
52525,Belltown,4,3,0.92,42,35
28954,Belltown,4,3,0.67,24,16
52530,Belltown,4,3,0.5,21,20
2790,Belltown,4,3,0,24,15
52521,Belltown,4,3,0.83,28,17
32022,Belltown,4,3,0.58,16,11
1017,Belltown,4,3,0.5,36,33
58622,Belltown,4,3,0.83,15,11
13345,Belltown,4,3,0.83,27,24
54673,Belltown,4,3,0.58,21,0
1026,Belltown,4,3,0,24,11
4437,Belltown,4,3,0,30,12
36114,Belltown,4,3,0,24,15
11398,Belltown,4,3,0.83,32,30
49649,Belltown,4,3,0.5,44,34
24038,Belltown,4,3,0.67,13,12
70746,Belltown,4,4,1,11,10
52525,Belltown,4,5,0.92,11,10
2785,Belltown,4,3,1.08,27,0
31889,Belltown,4,3,0.67,51,30
58618,Belltown,4,3,0.42,21,17
54986,Belltown,4,3,0.42,24,16
1030,Belltown,4,3,0.33,24,15
54953,Belltown,4,3,0.33,21,15
58682,Belltown,4,3,0.17,15,12
30101,Belltown,4,3,0,24,12
77225,Belltown,4,3,0.5,28,11
9678,Belltown,4,3,1.08,15,12
58618,Belltown,4,3,0.58,21,17
2789,Belltown,4,3,0.58,30,16
9145,Belltown,4,3,0.5,12,11
56686,Belltown,4,3,0.92,16,13
56682,Belltown,4,3,0.67,46,42
11398,Belltown,4,3,0.58,32,29
7262,Belltown,4,3,0,28,13
77573,Belltown,4,3,0.08,21,2
36125,Belltown,4,4,0.42,16,15
24042,Belltown,4,4,0.25,12,11
36109,Belltown,4,3,1.08,30,21
9146,Belltown,4,3,0.67,21,13
30102,Belltown,4,3,0.58,30,22
58813,Belltown,4,3,0.5,18,11
32490,Belltown,4,3,0.08,27,10
77574,Belltown,4,3,0.08,42,15
24038,Belltown,4,4,0,13,0
77218,Belltown,4,3,0.75,64,39
74025,Belltown,4,3,0.67,40,35
25706,Belltown,4,3,0.42,42,39
77222,Belltown,4,3,0.33,28,22
81290,Belltown,4,3,1.08,33,27
30102,Belltown,4,3,0.83,30,22
28957,Belltown,4,3,0.5,21,17
54669,Belltown,4,3,0,15,14
1021,Belltown,4,3,1,40,38
31889,Belltown,4,4,1.17,15,10
9722,Belltown,4,4,0.33,13,12
9722,Belltown,4,3,1,39,18
1030,Belltown,4,3,0.75,24,13
58617,Belltown,4,3,0.58,21,19
52530,Belltown,4,3,0.33,21,18
77218,Belltown,4,3,0.92,64,62
79358,Belltown,4,3,0.42,35,13
79354,Belltown,4,3,0.33,21,13
52525,Belltown,4,5,0.83,11,10
25713,Belltown,4,4,0.83,12,11
9674,Belltown,4,3,1.08,27,15
2786,Belltown,4,3,0.58,30,11
49654,Belltown,4,4,0.08,13,11
75169,Belltown,4,3,0.92,48,28
9146,Belltown,4,3,1,21,20
9149,Belltown,4,3,0.92,24,16
81289,Belltown,4,3,0.75,24,11
9677,Belltown,4,3,0.42,27,22
13345,Belltown,4,3,0.17,27,12
25705,Belltown,4,3,1,35,23
32030,Belltown,4,3,0.17,20,15
25706,Belltown,4,3,0,42,28
24038,Belltown,4,3,1.08,13,11
77570,Belltown,4,5,0.92,17,10
74033,Belltown,4,3,1,18,10
9674,Belltown,4,3,0.92,27,13
4437,Belltown,4,3,0.92,30,27
7265,Belltown,4,3,0.92,24,15
9145,Belltown,4,3,0.83,12,10
58685,Belltown,4,3,0.25,24,19
58618,Belltown,4,3,0.08,21,16
58621,Belltown,4,3,0.08,24,10
77218,Belltown,4,3,0.42,64,57
56682,Belltown,4,3,0.08,46,29
81297,Belltown,4,3,0,36,14
9674,Belltown,4,3,0.75,27,17
4438,Belltown,4,3,0.75,27,21
35946,Belltown,4,3,0.5,24,18
6198,Belltown,4,3,0.25,24,19
78042,Belltown,4,3,0.25,18,12
76986,Belltown,4,3,0,24,13
1017,Belltown,4,3,0.83,36,16
56682,Belltown,4,3,0.58,46,41
56686,Belltown,4,3,0.08,16,14
31889,Belltown,4,4,0.25,15,11
9149,Belltown,4,3,1.08,24,15
35946,Belltown,4,3,0.92,24,19
36125,Belltown,4,3,0.92,48,19
78041,Belltown,4,3,0.5,27,10
36126,Belltown,4,3,0.5,24,14
36110,Belltown,4,3,0.25,24,18
36126,Belltown,4,3,0.25,24,18
77570,Belltown,4,3,0.25,51,24
9353,Belltown,4,4,0.5,17,16
24037,Belltown,4,4,0.42,13,12
49654,Belltown,4,3,1.08,52,50
58633,Belltown,4,3,0.58,36,33
52526,Belltown,4,4,0.17,14,11
6197,Belltown,4,3,1.08,24,20
9721,Belltown,4,3,0.5,18,13
31890,Belltown,4,3,0.42,24,20
25713,Belltown,4,3,0.17,36,22
70746,Belltown,4,3,0.33,29,25
58805,Belltown,4,3,0,26,14
32426,Belltown,4,3,1.08,18,13
77570,Belltown,4,3,0.58,51,43
78041,Belltown,4,3,0.42,27,11
30101,Belltown,4,3,0.25,24,21
2786,Belltown,4,3,0.25,30,10
6197,Belltown,4,3,0.08,24,18
77218,Belltown,4,3,0.83,64,55
79358,Belltown,4,3,0.5,35,17
13305,Belltown,4,3,0.25,32,31
77218,Belltown,4,3,0.25,64,48
25714,Belltown,4,5,1.17,11,10
13349,Belltown,4,3,1,18,10
6198,Belltown,4,3,0.92,24,19
68917,Belltown,4,3,0.83,27,21
58681,Belltown,4,3,0.83,24,19
28954,Belltown,4,3,0.58,24,19
70754,Belltown,4,3,0.5,24,19
25717,Belltown,4,3,0.33,13,10
7257,Belltown,4,4,1,11,10
79358,Belltown,4,3,0.92,35,25
74025,Belltown,4,3,0,40,21
24042,Belltown,4,3,1,36,31
54986,Belltown,4,3,0.75,24,14
9158,Belltown,4,3,0.17,14,12
24041,Belltown,4,3,0,36,28
51490,Belltown,4,4,0.42,12,11
7257,Belltown,4,3,0.83,44,36
7262,Belltown,4,3,0.42,28,12
81454,Belltown,4,3,0.75,15,0
9722,Belltown,4,5,0.25,13,11
9722,Belltown,4,4,0.25,13,11
9722,Belltown,4,4,0.17,13,11
70758,Belltown,4,3,1,18,10
30102,Belltown,4,3,0.75,30,18
54953,Belltown,4,3,0.58,21,14
9158,Belltown,4,3,0.42,14,10
6198,Belltown,4,3,0.08,24,17
24038,Belltown,4,4,0.75,13,11
74029,Belltown,4,3,0.58,48,39
77222,Belltown,4,3,0.67,28,18
77225,Belltown,4,3,0.08,28,13
24042,Belltown,4,5,0.17,11,10
81290,Belltown,4,5,0,15,13
35942,Belltown,4,3,1,15,11
36110,Belltown,4,3,0.83,24,23
58818,Belltown,4,3,0.5,24,2
9678,Belltown,4,3,0,15,13
13306,Belltown,4,3,0.5,12,1
56682,Belltown,4,3,0.25,46,44
58633,Belltown,4,3,0.25,36,33
32030,Belltown,4,3,0.25,20,19
36125,Belltown,4,5,0.5,16,14
25714,Belltown,4,4,0.08,11,10
81289,Belltown,4,3,0.67,24,15
2781,Belltown,4,3,0.5,24,19
13345,Belltown,4,3,0.42,27,18
77569,Belltown,4,3,0.17,27,10
36110,Belltown,4,3,0.08,24,18
58617,Belltown,4,3,0,21,16
13305,Belltown,4,3,0.67,32,25
51490,Belltown,4,3,0.67,12,11
77218,Belltown,4,4,0.67,17,13
9722,Belltown,4,5,0.83,13,10
72329,Belltown,4,3,0.83,30,13
68917,Belltown,4,3,0.67,27,21
4442,Belltown,4,3,0.42,24,11
54985,Belltown,4,3,0.17,27,12
1029,Belltown,4,3,1.08,24,16
36121,Belltown,4,3,1,18,14
32490,Belltown,4,3,0.83,27,11
77570,Belltown,4,3,0.75,51,34
54673,Belltown,4,3,0.5,21,0
35945,Belltown,4,3,0.42,18,15
68921,Belltown,4,3,0.42,15,12
58685,Belltown,4,3,0.08,24,0
54986,Belltown,4,3,0.08,24,15
70754,Belltown,4,3,0,24,13
75169,Belltown,4,4,0.5,12,11
25706,Belltown,4,3,0.5,42,35
81454,Belltown,4,3,0.67,15,0
54954,Belltown,4,3,0.92,15,12
58681,Belltown,4,3,0.92,24,19
78042,Belltown,4,3,0.58,18,11
9674,Belltown,4,3,0.33,27,19
55430,Belltown,4,3,0.33,18,16
54954,Belltown,4,3,0.08,15,13
58817,Belltown,4,3,0,30,1
7257,Belltown,4,4,0.92,11,10
49654,Belltown,4,4,0.75,13,10
58633,Belltown,4,3,0.08,36,29
24042,Belltown,4,4,0.17,12,11
54954,Belltown,4,3,1.08,15,12
81454,Belltown,4,3,1,15,13
78041,Belltown,4,3,0.92,27,15
77574,Belltown,4,3,0.92,42,33
25718,Belltown,4,3,0.92,21,19
9721,Belltown,4,3,0.92,18,16
58682,Belltown,4,3,0.75,15,10
36109,Belltown,4,3,0.5,30,20
9678,Belltown,4,3,0.25,15,10
58613,Belltown,4,3,0.25,15,11
32490,Belltown,4,3,0.17,27,14
81293,Belltown,4,3,0.08,21,16
9674,Belltown,4,3,0,27,20
56686,Belltown,4,3,1.08,16,14
1021,Belltown,4,3,0.17,40,26
58685,Belltown,4,3,0.83,24,0
58814,Belltown,4,3,0.5,12,0
52526,Belltown,4,4,0.58,14,10
78042,Belltown,4,3,0.92,18,13
76986,Belltown,4,3,0.67,24,17
32490,Belltown,4,3,0.67,27,13
58621,Belltown,4,3,0.58,24,13
77569,Belltown,4,3,0.33,27,14
1018,Belltown,4,3,1.08,24,21
70746,Belltown,4,4,0.42,11,10
77570,Belltown,4,3,1,51,30
54669,Belltown,4,3,0.92,15,13
9674,Belltown,4,3,0.58,27,24
55430,Belltown,4,3,0.5,18,16
74029,Belltown,4,4,0.5,12,10
74025,Belltown,4,3,0.25,40,31
7257,Belltown,4,3,0.25,44,39
7258,Belltown,4,3,0.25,39,35
70746,Belltown,4,4,1.17,11,10
81289,Belltown,4,3,0.58,24,17
9149,Belltown,4,3,0.17,24,23
36125,Belltown,4,3,0.08,48,36
75170,Belltown,4,3,0.92,40,25
75169,Belltown,4,3,0.83,48,37
7262,Belltown,4,3,0.75,28,12
7261,Belltown,4,3,0.25,40,39
79358,Belltown,4,3,0.75,35,26
51490,Belltown,4,3,0.58,12,11
77574,Belltown,4,5,1.08,14,10
35946,Belltown,4,3,0.83,24,17
74034,Belltown,4,3,0.83,27,19
9678,Belltown,4,3,0.42,15,13
28957,Belltown,4,3,0,21,14
56686,Belltown,4,3,0.58,16,11
7262,Belltown,4,3,0.67,28,13
54986,Belltown,4,3,0.83,24,14
9678,Belltown,4,3,0.75,15,13
32426,Belltown,4,3,0,18,10
54986,Belltown,4,3,0,24,15
49654,Belltown,4,4,1,13,11
49653,Belltown,4,3,0.83,19,14
58629,Belltown,4,3,0.75,12,11
75170,Belltown,4,3,0.58,40,37
75169,Belltown,4,3,0.58,48,34
77573,Belltown,4,3,1.08,21,10
32429,Belltown,4,3,0.92,21,15
24041,Belltown,4,3,0.67,36,25
32426,Belltown,4,3,0.67,18,17
25705,Belltown,4,3,0.17,35,17
77122,Belltown,4,3,0.08,36,27
49658,Belltown,4,3,0.08,20,10
24042,Belltown,4,4,0.75,12,11
30101,Belltown,4,3,0.92,24,14
6198,Belltown,4,3,0.75,24,21
28961,Belltown,4,3,0.42,18,17
2786,Belltown,4,3,0.33,30,18
70754,Belltown,4,3,0.25,24,18
25713,Belltown,4,3,0,36,10
56682,Belltown,4,3,0.75,46,35
70746,Belltown,4,3,0.75,29,23
49654,Belltown,4,3,0.33,52,37
1021,Belltown,4,3,0.25,40,25
70746,Belltown,4,3,0.25,29,24
70746,Belltown,4,3,0,29,19
7265,Belltown,4,3,1,24,15
81454,Belltown,4,3,0.83,15,11
68917,Belltown,4,3,0.75,27,23
9722,Belltown,4,3,0.67,39,24
32429,Belltown,4,3,0.58,21,13
32426,Belltown,4,3,0.42,18,17
49657,Belltown,4,3,0.33,18,13
72330,Belltown,4,3,0.17,24,20
33990,Belltown,4,3,1,16,15
51489,Belltown,4,3,0.83,31,26
77222,Belltown,4,3,0.83,28,13
11398,Belltown,4,3,0,32,25
4441,Belltown,4,3,0.92,24,12
70754,Belltown,4,3,0.58,24,19
36114,Belltown,4,3,0.5,24,23
32030,Belltown,4,3,0.92,20,14
58810,Belltown,4,3,0.83,32,13
77218,Belltown,4,4,0.5,17,16
77218,Belltown,4,4,0.58,17,14
25714,Belltown,4,5,1,11,10
2790,Belltown,4,3,0.83,24,13
9677,Belltown,4,3,0.5,27,12
25717,Belltown,4,3,0.5,13,12
81293,Belltown,4,3,0.5,21,15
77570,Belltown,4,3,0.42,51,38
58817,Belltown,4,3,0.33,30,13
4438,Belltown,4,3,0.25,27,16
70754,Belltown,4,3,0.08,24,11
75169,Belltown,4,3,1.08,48,30
77218,Belltown,4,3,0.5,64,59
9674,Belltown,4,3,1,27,19
58621,Belltown,4,3,0.75,24,12
77570,Belltown,4,3,0.5,51,42
9721,Belltown,4,3,0.42,18,16
54673,Belltown,4,3,0.33,21,0
52530,Belltown,4,3,0.17,21,13
35909,Belltown,4,3,0.17,21,17
58622,Belltown,4,3,0.42,15,10
9722,Belltown,4,3,0.17,39,35
25714,Belltown,4,3,0.08,33,19
77218,Belltown,4,3,1.08,64,60
7258,Belltown,4,3,0.75,39,10
36125,Belltown,4,4,0,16,13
1030,Belltown,4,3,1.08,24,14
13345,Belltown,4,3,1.08,27,22
2781,Belltown,4,3,0.75,24,21
9673,Belltown,4,3,0.67,12,10
27277,Belltown,4,3,0.67,18,14
28953,Belltown,4,3,0.5,15,13
81289,Belltown,4,3,0.5,24,22
36118,Belltown,4,3,0.08,21,13
54514,Belltown,4,3,0.5,26,23
68922,Belltown,4,3,1,17,14
54953,Belltown,4,3,0.92,21,17
1033,Belltown,4,3,0.83,30,22
24041,Belltown,4,3,0.58,36,25
32429,Belltown,4,3,0.42,21,11
77569,Belltown,4,3,0.42,27,14
35945,Belltown,4,3,0.33,18,14
54673,Belltown,4,3,0.08,21,1
81289,Belltown,4,3,0.08,24,2
2781,Belltown,4,3,0,24,12
13302,Belltown,4,3,0.92,28,18
1017,Belltown,4,3,0.25,36,22
74029,Belltown,4,3,0,48,37
9722,Belltown,4,5,0.67,13,11
52526,Belltown,4,4,0.92,14,10
52530,Belltown,4,3,1,21,15
58813,Belltown,4,3,1,18,13
24042,Belltown,4,3,0.92,36,31
70758,Belltown,4,3,0.92,18,10
2785,Belltown,4,3,0.83,27,15
32425,Belltown,4,3,0.42,30,17
1029,Belltown,4,3,0.33,24,15
4438,Belltown,4,3,0,27,14
25706,Belltown,4,3,0.83,42,34
13306,Belltown,4,3,0.58,12,1
13305,Belltown,4,3,0,32,28
81290,Belltown,4,4,0.92,11,10
28958,Belltown,4,3,0.83,27,15
28957,Belltown,4,3,0.17,21,18
25714,Belltown,4,3,0,33,18
52522,Belltown,4,3,0.58,28,15
77222,Belltown,4,3,0.58,28,16
13302,Belltown,4,3,0.58,28,18
74029,Belltown,4,3,0.5,48,34
7261,Belltown,4,3,0.33,40,34
79358,Belltown,4,3,0.33,35,23
54669,Belltown,4,3,1.08,15,12
58617,Belltown,4,3,1,21,19
9145,Belltown,4,3,0.75,12,11
36125,Belltown,4,3,0.75,48,36
2781,Belltown,4,3,0.08,24,20
49650,Belltown,4,3,0.58,24,22
75170,Belltown,4,3,0.67,40,33
70750,Belltown,4,3,0.5,36,35
24042,Belltown,4,3,1.08,36,29
58613,Belltown,4,3,0.83,15,12
9721,Belltown,4,3,0.67,18,12
28953,Belltown,4,3,0.58,15,11
54985,Belltown,4,3,0.5,27,13
25713,Belltown,4,3,0.5,36,35
76986,Belltown,4,3,0.42,24,17
72330,Belltown,4,3,0.42,24,20
13346,Belltown,4,3,0.25,24,22
70754,Belltown,4,3,0.17,24,15
72330,Belltown,4,3,0.08,24,20
32022,Belltown,4,3,1,16,10
7258,Belltown,4,3,1,39,22
79354,Belltown,4,3,0.58,21,11
32030,Belltown,4,3,0.33,20,16
79358,Belltown,4,3,0.08,35,19
7262,Belltown,4,3,0.08,28,14
70757,Belltown,4,3,0.75,12,0
32425,Belltown,4,3,0.83,30,24
9677,Belltown,4,3,0.83,27,25
32426,Belltown,4,3,0.25,18,13
9149,Belltown,4,3,0.08,24,19
32429,Belltown,4,3,0,21,11
1021,Belltown,4,3,0.58,40,35
49649,Belltown,4,3,0.33,44,37
25706,Belltown,4,3,0.25,42,38
52522,Belltown,4,3,0.75,28,10
81290,Belltown,4,4,0.58,11,10
4438,Belltown,4,3,0.92,27,25
77573,Belltown,4,3,0.92,21,11
32425,Belltown,4,3,0.58,30,11
76986,Belltown,4,3,0.5,24,17
28958,Belltown,4,3,0.42,27,19
68922,Belltown,4,3,0.33,17,11
32433,Belltown,4,3,0.33,15,13
58682,Belltown,4,3,0.25,15,13
2786,Belltown,4,3,0.17,30,12
7257,Belltown,4,3,0.92,44,41
1021,Belltown,4,3,0.83,40,27
77122,Belltown,4,3,0.83,36,14
1018,Belltown,4,3,0.33,24,21
58805,Belltown,4,3,0.08,26,25
77218,Belltown,4,4,1,17,16
24046,Belltown,4,3,0.58,18,17
36118,Belltown,4,3,0.42,21,13
9721,Belltown,4,3,0.33,18,13
2781,Belltown,4,3,0.17,24,21
81289,Belltown,4,3,0.17,24,13
74029,Belltown,4,4,0.17,12,11
24037,Belltown,4,3,0.67,52,35
35909,Belltown,4,3,0.08,21,16
77570,Belltown,4,4,1,17,12
81293,Belltown,4,3,0.75,21,15
2790,Belltown,4,3,0.42,24,19
77573,Belltown,4,3,0.33,21,1
31890,Belltown,4,3,0.25,24,19
9146,Belltown,4,3,0,21,11
58633,Belltown,4,3,0.5,36,30
49649,Belltown,4,3,0.08,44,27
32489,Belltown,4,5,0.58,14,10
25713,Belltown,4,4,1.08,12,11
13346,Belltown,4,3,1.08,24,20
54986,Belltown,4,3,1,24,18
4441,Belltown,4,3,1,24,11
1030,Belltown,4,3,0.5,24,11
13349,Belltown,4,3,0.42,18,10
36114,Belltown,4,3,0.33,24,23
30102,Belltown,4,3,0.25,30,28
36118,Belltown,4,3,0.25,21,16
56682,Belltown,4,3,1.08,46,15
75169,Belltown,4,3,0.25,48,41
52522,Belltown,4,3,0,28,10
52525,Belltown,4,3,0.33,42,41
58618,Belltown,4,3,1,21,18
9678,Belltown,4,3,0.92,15,14
78042,Belltown,4,3,0,18,13
58810,Belltown,4,3,1,32,10
25710,Belltown,4,3,0.25,34,29
52521,Belltown,4,3,0.08,28,16
1018,Belltown,4,3,0.08,24,11
32489,Belltown,4,5,1.08,14,1
52526,Belltown,4,5,0.75,14,11
9677,Belltown,4,3,0.92,27,23
52521,Belltown,4,3,0.58,28,18
52521,Belltown,4,3,0.67,28,15
32022,Belltown,4,3,0.42,16,11
36109,Belltown,4,3,1,30,21
1033,Belltown,4,3,0.92,30,23
77574,Belltown,4,3,0.67,42,27
52530,Belltown,4,3,0.58,21,15
54953,Belltown,4,3,0.5,21,13
24046,Belltown,4,3,0.5,18,15
24042,Belltown,4,3,0.08,36,13
9353,Belltown,4,4,0.17,17,16
58810,Belltown,4,3,0.5,32,17
75170,Belltown,4,3,0.5,40,33
9722,Belltown,4,5,0.58,13,11
25713,Belltown,4,4,1,12,11
49657,Belltown,4,3,0.92,18,16
32429,Belltown,4,3,0.33,21,16
9721,Belltown,4,3,0.25,18,17
6198,Belltown,4,3,0.17,24,20
28958,Belltown,4,3,0.17,27,20
1026,Belltown,4,3,0.08,24,12
78042,Belltown,4,3,1,18,15
31890,Belltown,4,3,0.58,24,15
13349,Belltown,4,3,0.5,18,10
81289,Belltown,4,3,0.42,24,21
49649,Belltown,4,3,1.08,44,28
80882,Belltown,4,3,0.42,32,28
76986,Belltown,4,3,0.33,24,19
31889,Belltown,4,5,0.33,15,12
25713,Belltown,4,4,1.17,12,11
2786,Belltown,4,3,1.08,30,16
52525,Belltown,4,3,1,42,23
58613,Belltown,4,3,1,15,12
1033,Belltown,4,3,0.75,30,14
54986,Belltown,4,3,0.25,24,10
24045,Belltown,4,3,0.08,15,10
81289,Belltown,4,3,0,24,2
1018,Belltown,4,4,0.5,12,11
2785,Belltown,4,3,0.08,27,0
24042,Belltown,4,3,0.67,36,21
58813,Belltown,4,3,0.42,18,11
24045,Belltown,4,3,0.17,15,12
1018,Belltown,4,4,0.42,12,10
80881,Belltown,4,3,1.08,16,14
35909,Belltown,4,3,0.75,21,17
56686,Belltown,4,3,0.25,16,14
74025,Belltown,4,3,0.17,40,29
51489,Belltown,4,3,0.08,31,14
77574,Belltown,4,4,0.92,14,10
77349,Belltown,4,3,1,21,1
4438,Belltown,4,3,0.83,27,23
1029,Belltown,4,3,0.67,24,20
54985,Belltown,4,3,0.58,27,15
9149,Belltown,4,3,0.58,24,21
2781,Belltown,4,3,0.42,24,20
58621,Belltown,4,3,0.33,24,21
36125,Belltown,4,3,0.17,48,46
7258,Belltown,4,3,0.67,39,16
77225,Belltown,4,3,0.17,28,17
75169,Belltown,4,3,0,48,20
52526,Belltown,4,4,1,14,10
6198,Belltown,4,3,1,24,14
81290,Belltown,4,3,0.67,33,21
76986,Belltown,4,3,0.25,24,21
79354,Belltown,4,3,0.5,21,15
74029,Belltown,4,3,0.33,48,47
52522,Belltown,4,3,0.33,28,10
36125,Belltown,4,5,0.25,16,15
36125,Belltown,4,5,0.83,16,11
9674,Belltown,4,3,0.67,27,17
58817,Belltown,4,3,0.5,30,22
9353,Belltown,4,4,0.25,17,14
52522,Belltown,4,3,0.83,28,12
58810,Belltown,4,3,0.33,32,25
52521,Belltown,4,3,0.17,28,18
70746,Belltown,4,4,0.67,11,10
72330,Belltown,4,3,0.58,24,20
58617,Belltown,4,3,0.42,21,15
2790,Belltown,4,3,0.33,24,16
52529,Belltown,4,3,0.08,27,12
7257,Belltown,4,3,0.67,44,31
7258,Belltown,4,3,0.5,39,31
9722,Belltown,4,5,1.25,13,10
77570,Belltown,4,5,0.5,17,10
9722,Belltown,4,5,0.92,13,11
31889,Belltown,4,5,1.25,17,14
77218,Belltown,4,5,0.33,16,10
49654,Belltown,4,5,0.33,13,10
31889,Belltown,4,5,1.08,17,14
49654,Belltown,4,5,0.42,13,10
51489,Belltown,4,5,0.17,11,10
74029,Belltown,4,5,0.17,12,11
56682,Belltown,4,5,0,12,10
74029,Belltown,4,5,0,12,10
56682,Belltown,4,5,0.92,12,11
31889,Belltown,4,5,0.58,17,10
49649,Belltown,4,5,0.67,15,1
74029,Belltown,4,5,1,12,11
77570,Belltown,4,5,0.17,17,12
81290,Belltown,4,5,0.25,11,10
77570,Belltown,4,5,0.08,17,11
31889,Belltown,4,5,0,17,1
51489,Belltown,4,5,0.42,11,10
81290,Belltown,4,5,0.17,11,10
74029,Belltown,4,5,0.5,12,10
77574,Belltown,4,5,1.25,14,10
31889,Belltown,4,5,0.83,17,16
77570,Belltown,4,5,0.25,17,14
49649,Belltown,4,5,0.92,15,14
77570,Belltown,4,5,0.33,17,15
74029,Belltown,4,5,0.33,12,11
56682,Belltown,4,5,0.58,12,10
77218,Belltown,4,5,0.17,16,11
49649,Belltown,4,5,0.33,15,12
24037,Belltown,4,5,1,13,12
31889,Belltown,4,5,0.75,17,14
32489,Belltown,4,5,0.67,14,1
49649,Belltown,4,5,0.42,15,13
31889,Belltown,4,5,1,17,13
9722,Belltown,4,5,1,13,10
77570,Belltown,4,5,0.42,17,16
77570,Belltown,4,5,1.25,17,10
31889,Belltown,4,5,0.08,17,0
31889,Belltown,4,5,1.17,17,14
77570,Belltown,4,5,1,17,10
77218,Belltown,4,5,0.25,16,10
77574,Belltown,4,5,0.83,14,11
77570,Belltown,4,5,0.92,17,11
74029,Belltown,4,5,0.08,12,10
74029,Belltown,4,5,0.67,12,11
32489,Belltown,4,5,0.58,14,1
49649,Belltown,4,5,0.5,15,13
56682,Belltown,4,5,0.17,12,10
31889,Belltown,4,5,0.33,17,10
77218,Belltown,4,5,0.42,16,14
81290,Belltown,4,5,0.67,11,10
77218,Belltown,4,5,0.58,16,13
56682,Belltown,4,5,0.83,12,11
31889,Belltown,4,5,0.42,17,14
